brand,count_like,count_comment,followers,y,text_nov,text_div,text_DS,text_ATI,image_nov,image_div,image_DS,image_ATI,ATI_final,DS_final,caption,ocr_text
hanlin.tea,5,0,995.0,0.0050250751248731166,0.4110333,0.9339893,0.6725113,32.74887,0.56395465,0.864061,0.7589695,24.103052,24.103052,0.7589695,"⚠️近期詐騙猖獗，請大家務必提高警覺！
📢📢📢
讓人很遺憾的，深受大朋友和小朋友喜愛的 #翰林小小調茶師 活動，竟然被不法分子利用😨😡
請大家一定要透過翰林的官方粉絲頁、Instagram帳號或官網來獲取正確的消息來源，切勿輕信來路不明的資訊，以免上當受騙！🚫
提醒：
✅不要相信不實廣告
✅切勿點擊不明連結
若對任何活動有疑問，歡迎私訊小編或撥打消費者專線0800-245189，進行查詢 #防詐騙
❤感謝熱心民眾 Chuang Sheng Yao 提供的寶貴資訊🙇",防詐聲明
hanlin.tea,5,0,995.0,0.0050250751248731166,0.5599294,0.9482105,0.7540699,24.593008,0.4274639,0.7914118,0.6639642,33.60358,33.60358,0.6639642,"#翰林APP 會員獨享📣📣📣
🤩呼叫翰粉們！！！！！
於指定日期至翰林茶館/翰林茶棧/翰林鍋物消費
出示翰林APP畫面，即可享✨9折✨會員優惠
#翰林茶館 #翰林鍋物 #會員優惠","下載APP完成註冊 優惠好康立即領! 行動貴賓卡 一機在手 身分就有 專屬好康 不定期 APP會員獨家優惠 ! 即時資訊 活動資訊/紅利點數/票券優惠/ 交易明細查詢更便利 ! 紅利集點 單筆滿90元集1點 1點 可折抵1元 會員獨享活動 出示翰林AP畫面 [以下指定日期] 4/8 4/22 4/25 5/6 5/20 5/25 6/3 6/17 6/25 至翰林茶館 翰林茶棧,翰林鍋物 即可享9折優惠 1.本活動不得與其牠優惡台H使用 注惹'項 App Store Download on the Google Play GETITON .翰林國際茶資飲集團保有本優惠活動解釋 燮更 中止之幡力 1=1781171|#11111"
hanlin.tea,8,0,995.0,0.008040120199796988,0.61012655,0.968996,0.7895613,21.043873,0.35943505,0.8166066,0.6565138,34.348618,34.348618,0.6565138,"🏅全中運限定優惠來了🏅
2025全中運開跑啦~~~🏃‍♀️🏃🏃‍♂️
❗️台南區限定
🗓活動時間：2025/4/7~4/25
憑全中運相關證件，享以下超值優惠：
1️⃣ 外帶特大杯同品項✨買一送一✨（一證限優惠一組）
2️⃣ 翰林茶館/翰林鍋物用餐9折優惠！🍲🍜
讓我們一起品嚐美食😋一起為選手加油吧💪
#翰林茶館 #翰林鍋物 #翰林茶棧 #2025全中運 #台南區獨家優惠 #限時優惠",翰林 rlain of Bubbla 憑全中運柏關證件 外帶特大杯同品項 員d 台南區獨家優惠 4. 1-4. 25 HANLIN蠱|際蓋#飲黑恩 不與其他優惠活動同時使用 注意事項:1.每一張證件限優惠1組 3.翰林國際茶餐飲集團保有本侵惠活動 2.活動限外帶特大杯同品項 Imtermalionai EnterpriseC d+ltd 解釋`孌更 中止之權力
hanlin.tea,7,0,995.0,0.007035105174822364,0.4335001,0.8887059,0.661103,33.889698,0.2284345,0.7825574,0.5885142,41.14858,41.14858,0.5885142,"⏰2025/4/1(二)~4/15(二)
春日尋梅🌸就是現在～😉
翰(您)一起度過🫒梅好時光✨
外帶特大杯✨脆梅綠茶✨
#買一送一 (每日限量20組)
快揪好友一起來吧～🧚‍♀️🧚🧚‍♂️
⚠注意事項：
1.活動不與其他優惠併用。
2.翰林國際茶餐飲集團保有本活動解釋、修改、中止之權力。
#翰林茶館 #翰林茶棧 #翰林鍋物 #優惠活動",4.1(=) 4.15(=) 鮆|脆梅綠茶 買一送 (每日限量20組) f 9尋梅 翰林 Orlain ofBubbls 翰林 Orloln of Bubbl 翰(您) 一起度過'梅_好時光
cocotea.tw,92,0,20000.0,0.0045999977000011506,0.22855029,0.86806256,0.5483064,45.16936,0.43954664,0.9433339,0.7669172,23.308277,23.308277,0.7669172,"🧊就暑你最解氣!
🧊從早到晚無咖啡因拎歸剛欸!
今天週三好友日：手作仙草凍乳(L)2杯70元!
#coco都可 #好友日 #仙草 #仙女 專用",讚 0 9}搜尋圖片商品 6= ETtodoJ新聞雪 CoCo今 (6) 日限時1天祭出好友日 T手作仙 草凍乳買1送1_ 優惠 2杯特價70元 換算下
cocotea.tw,99,0,20000.0,0.004949997525001238,0.4225923,0.72549427,0.5740433,42.595673,0.29880512,0.93684155,0.7134134,28.658659,28.658659,0.7134134,"【無咖啡因手搖】
大朋友喝小朋友喝 都OK💙
配午餐喝配晚餐喝 都OK💙
0元優惠給滿❗誠意擺在這❗
𝟴/𝟲 🫶都可訂限定優惠
手作仙草凍乳(L)
📢憑券第二杯0元❗
2杯70元帶走
每個人有2張券
💡注意事項
1️⃣ 限使用「CoCo都可訂」線上點單，優惠不併用
2️⃣ 𝟴/𝟲 𝟎𝟎:𝟎𝟎 開始領券，第2、4杯可享折扣
3️⃣ 領券後，在確認明細時點選’’點我使用折價券’’帶入折扣
4️⃣ 限 𝟴/𝟲 當日使用，數量有限，售完為止
5️⃣ 商場門市/部分門市不適用本活動
#好友日 #都可好友日 #CoCo都可","CoCo 都可 手作 仙草凍乳0 Cdeo 憑券 第二杯 8/6限定! Cos9 都可 0) 元 限第2 4杯可享折扣 數量有限 售完為止 此優惠券僅限  CoCo都可訂]線上點單使用 商場門市/部分門市不配合 CoCo都可版$斤有 保留所有帖利n飲品固片侄供""考 士活風估限來估外背 活動時固臾內容以吊市公告吊4"
cocotea.tw,31,0,20000.0,0.0015499992250003877,0.6629203,0.93204236,0.7974813,20.25187,0.56441337,0.8380935,0.7422559,25.774406,25.774406,0.7422559,"✨CoCo來高雄啦！✨
台灣手搖品牌 🌍 全球門市最多的 CoCo，
這次要在高雄跟你面對面，聊聊開店圓夢的那一步！
📍【2025 高雄加盟展】
📅 08/08（五）~08/11（一）｜10:00－18:00
📌 高雄展覽館 攤位231（高雄市前鎮區成功二路39號）
🎁 現場限定加盟好康 ▶
👉 完成申請加盟就送超狂優惠：免付訂、直接減免開店金 10 萬元！
🧡 首度啟動台中以南加盟計畫，南部的朋友千萬別錯過～
想創業、想圓夢，CoCo陪你一起打拼！
📞 加盟專線：(02)2882-1826 分機1590
#CoCo都可 #高雄加盟展 #手搖飲創業首選
#全球最多門市手搖品牌 #南部圓夢行動中",CoCo 都可 2025.08.08-08.11 2025高雄加盟展 坐擁全球最多分店的品牌! 240萬起挺你做頭家! 苜度啟動) 逾4500店全球實力 達550萬杯全台月銷量 台中以南 近30年品牌深耕手搖藍海 加盟計畫 跨界聯名品牌熱度up (02)2882-1826 分機1590 加盟專線 高雄展覽館 櫃位231
cocotea.tw,186,4,20000.0,0.009299995350002326,0.43913373,0.91470873,0.67692125,32.307877,0.37789604,0.90269125,0.718918,28.108198,28.108198,0.718918,"🍎【紅果蘋安杯 內容大揭密】🍋
✨你最美的樣子，值得最紅的果汁✨
仙女新美飲💖紅果蘋安杯💖�
每一口都是100%真實蔬果，�喝得出顏值，喝得出健康 ✨
✨超級食物配方全解析
🎖️ 紅肉火龍果：含有膳食纖維、維生素C、鐵質與天然花青素、甜菜紅素等多種營養素，能抗氧化、養顏美容�
🍎新鮮蘋果：膳食纖維豐富，幫助腸道蠕動、促進消化�
🍋 檸檬：清新提神，促進代謝�
🔺 奇亞籽：超級食物-奇亞籽 富含Omega-3與植物蛋白，提升飽足感與飲品咀嚼層次
🌟現打現做！�🌟無色素｜無香精｜無咖啡因�
🌟整杯蔬果纖維保留，喝得到真材實料
💰只要 $69（M）(都可訂線上嘗鮮價 $59)�
📍全台門市同步開賣中！
喝完綠拿鐵 這次換紅拿鐵了❤️❤️
立刻開點👉 https://maac.io/1HR0Q
#CoCo都可 #紅果蘋安杯 #現打蔬果系列�#喝果汁不委屈自己 #天然無添加�#一杯就很美 #你喝的紅是自然的紅",配方揭秘 What'sinside! CoCo 都可 1O0%新鮮蔬果現榨 整杯保留蔬果纖維] 0色素 0香精 0咖啡因 不加1滴 濃縮果蔬汁 ; 紅心火龍果 新鮮蘋果 $69 檸檬原汁 超級食物奇亞籽 4
cocotea.tw,275,0,20000.0,0.013749993125003438,0.40019843,0.9176115,0.65890497,34.109505,0.26444826,0.8831915,0.6665195,33.34805,33.34805,0.6665195,"🎖️8月第一週 還是有 超級星期一 🌟
𝕊𝕦𝕡𝕖𝕣 ℂ𝕙𝕚𝕒 #檸檬奇遇桔 (L)🍋✨
週一限定【門市臨櫃 特價只要 $39】
揪好友一起來一杯🍻
掃除週一的陰鬱❤️
📍活動限定【8/4 週一｜臨櫃限定】
📍外送平台、都可訂、門市外送恕不參與
📍商場/部分門市不適用，請依各店公告為主
#CoCo都可 #超級星期一 #檸檬奇遇桔 #無咖啡因也超提神 #奇亞籽超級食物 #週一大福利 #元氣開喝 #手搖控快來",Coso 8可 隱 超級星期- 檸檬奇遇枯($ 39! 55 CoCo CoCo Co$o
cocotea.tw,44,0,20000.0,0.00219999890000055,0.18762729,0.8616433,0.5246353,47.53647,0.25467995,0.8686199,0.6536299,34.63701,34.63701,0.6536299,"不內耗~飲料愛怎麼喝就怎麼喝
因為這些好喝的通通6折🤩
#foodpana X #CoCo都可
即日起~7/13指定商品同品項6折
🧋28茉輕乳茶(L)
🧋西谷米奶茶(L)
🧋四季珍椰青(L)
👉 快到foodpanda搜尋CoCo都可🔍
#CoCo都可 #CoCo #foodpanda #外送服務
注意事項：
1.實際活動詳情及辦法以 foodpanda app 及官網結帳頁面顯示為主。
2.CoCo都可保留調整本活動內容之權利。
3.活動限同品項，僅在foodpanda平台，且僅限外送服務，外帶自取不適用，數量有限售完為止。
4.部分門市不參與本活動。",CoCo 都可 foodpanda 外送平台專屬優惠 7/25 8/13 C 0C ]~丘 墨 6> 雙 Go5 CoCo 茶 色!生!香 睪 13010 000 . 醬 ( 實際活動詳情及辦法以 foodpanda app及官網結帳頁面顯示為主% CoSg( foodpanda 雙杯組活動僅限外送服務 外帶自取不適用'數量有限售完為止. foodpanda 雙杯組活動限同品項項'且糖冰選項需一致. CoCo都可保有活動最終解釋權及隨時修改`終止活動的權利
cocotea.tw,147,1,20000.0,0.007349996325001838,0.39679763,0.7968586,0.5968281,40.31719,0.54922646,0.9486184,0.808759,19.124104,19.124104,0.808759,"你的後面有一卡車~的優惠!!!
夏日限時☀️電子票券優惠⏰倒數1個月
MoMo、蝦皮購物、LINE禮物上搜尋🔎
只到8/31
🩵HPP楊枝甘露(L)｜特價70元
🩵HPP楊枝甘露(L) 雙杯組｜特價130元
🩵粉角鮮芋雪冰(L)｜特價85元
🩵手作仙草凍乳(L)雙杯組｜特價99元",CoCo 都可 划算夏! 新品上市 8月電子票券 HPP楊枝甘露(L) 特價 70 元 粉角鮮芋雪冰(L) 特價 85 元 手作仙草凍乳(L) 雙杯組 特價 99 元 HPP楊枝甘露(L) 雙杯組 特價 130 元 販售平台 MOMO/蝦皮購物 LINE禮物 CoCo#阿可瓶杆所芍 保臼所有橋利 欽品田日碰供芸考 本活山征0來店外# 活砌寺問與內吝以門市公告考許.
cocotea.tw,78,0,20000.0,0.003899998050000975,0.16301188,0.79348063,0.47824627,52.175373,0.3687198,0.8489507,0.68078303,31.921696,31.921696,0.68078303,"☘️ #恭喜超級幸運兒🫵
看到這個優惠代表8月份的快樂已到手
✅陪伴大家青春的百香雙響炮
✅新寵28茉粉角輕乳茶
任選第二杯只要18元💛
🎁8月禮包 #都可訂限定優惠
8/1~8/31 天天都能用💛
28茉粉角輕乳茶(L) / 百香雙響炮(L)
📢憑券任選兩杯88元💛
每個人有6張券
✨活動糖度溫度任選
#LINE官方好友聊天室底部的選單可以領券喔
💡注意事項
1️⃣ #領券用券方式與好友日相同
2️⃣ 8/1~8/31都能領取折價券、使用折價券
3️⃣ 領券後，在確認明細時點選’’點我使用折價券’’帶入折扣
4️⃣ 限使用「CoCo都可訂」線上點單，優惠不併用
5️⃣ 商場門市/部分門市不適用本活動
#好友日 #都可好友日 #CoCo都可",CoC9 都可 8妊友禮 天天都能使用! 都可訂線上點餐 28茉粉角輕乳茶 百香雙響炮 每個人有 鬃任選二杯 憑 六張券! 88 此優惠券僅限 TCoCo都可訂]線上點單使用 商場門市/部分門市不配合 CoCo都可版柱所有 保留所有柱利 飲品匠片侄供參考 本活u任限來店外冒 活功時尚與內容以門市公告為準
