brand,count_like,count_comment,followers,y,text_nov,text_div,text_DS,text_ATI,image_nov,image_div,image_DS,image_ATI,meta_nov,meta_div,meta_DS,meta_ATI,ATI_final,DS_final,caption,ocr_text
lagmilktea,5,0,683.0,0.007320537034596858,0.0,1.0000001,0.50000006,49.999992,0.17342311,0.83918303,0.17342311,82.65769,0.5154018,0.012792657,0.5154018,48.459824,82.65769,0.17342311,"「果香如詩，茶韻如畫。」
新品推薦一嫣紅錦蘋
一百%的蘋果汁，在光影交疊的午後，與東方美人紅茶悄悄碰面。
果香澄澈，茶韻柔雅，像一幅染上嫣紅的錦畫，
喝下的每一口，都是山野與果園的溫柔記憶。
無需甜味劑，因為自然，才最動人。
外送☎️：03-4918088
🏠：中壢區中央西路二段26號
#桃園美食 #中壢美食 #桃園必吃 #中壢必吃 #桃園飲料 #中壢飲料 #蘋果 #東方美人茶",C 累 擱 / G 3
lagmilktea,5,0,683.0,0.007320537034596858,0.0,1.0000001,0.50000006,49.999992,0.2132261,0.8429105,0.2132261,78.67739,0.5363307,0.09505621,0.5363307,46.36693,78.67739,0.2132261,"新品登場｜《泰式可可冰茶》
你喝過巧克力，也喝過泰奶，但你大概沒喝過——會打泰拳的可可！
這杯泰式可可冰茶，入口是濃濃可可香，接著泰奶靜靜現身，帶來一點神秘香料感
冰涼爽口，甜而不膩，像戀愛一樣讓人又期待又怕受傷害
不喝會後悔，喝了會上癮，請小心服用！
外送☎️：03-4918088
🏠：中壢區中央西路二段26號
#桃園美食 #中壢美食 #桃園飲料 #中壢飲料 #桃園必吃 #中壢必吃 #泰式奶茶",累 樁 L4i
lagmilktea,6,0,683.0,0.00878464444151623,0.0,1.0000001,0.50000006,49.999992,0.13654348,0.7983842,0.13654348,86.34565,0.6691232,0.06705668,0.6691232,33.087685,86.34565,0.13654348,"頂級。才配得上你！
LAG頂級鮮奶茶，只為識茶懂茶的你而生。
✊堅持無糖
✊堅持不加料
✊堅持現泡8分鐘
來自冠軍茶園的傳奇風味家🏆
嚴選花蓮舞鶴山蜜香紅茶，源自海拔千米的山林茶園。
這款曾獲世界冠軍的茶葉，帶有自然蜜香與果韻，香氣溫潤、口感雅致，是台灣紅茶的極品代表。
✊堅持無糖，只為最純粹的層次
在甜膩之外，我們選擇回歸真實。無糖，是對原料的自信，也是對味蕾的尊重。你會發現，真正的高級，是不需要多餘修飾的純粹。
☎️：03-4918088
🏠：中壢區中央西路二段26號
#桃園美食 #中壢美食 #桃園飲料 #中壢飲料 #桃園必吃 #中壢必吃 #鮮奶茶 #蜜香紅茶",頂級 才配得上你 花漣冠軍蜜香紅茶 LAG頂級鮮奶茶 堅持舞糖
lagmilktea,5,0,683.0,0.007320537034596858,0.0,1.0000001,0.50000006,49.999992,0.1940066,0.87593293,0.1940066,80.599335,0.6679008,0.36480552,0.6679008,33.20992,80.599335,0.1940066,"🍊🍍 滿滿果香，每一口都是熱帶風味！ 🌿✨
百香果的酸甜清香，遇上精心釀製的鳳梨醬，再融合 100%純柳橙汁，一杯 真正的水果茶 誕生！🍹🌞
不添加香精、不稀釋果汁，每一口都是真材實料的果香爆發！🥭🍊 酸甜爽口、層次豐富，彷彿置身陽光灑落的果園。🌿✨
午後來一杯，補充滿滿維他命C，瞬間喚醒活力！ 💛🍊 無論是提神醒腦，還是解渴消暑，這杯果茶都是你的最佳選擇！
#桃園美食 #中壢美食 #桃園飲料 #中壢飲料 #桃園必吃 #中壢必吃 #水果茶
☎️：03-4918088
🏠：中壢區中央西路二段26號
📍 今天就來嚐鮮，感受最純粹的水果風味！ 🍹💛",累 擱 L髻 三 累 擱 # ii
lagmilktea,10,0,683.0,0.014641074069193715,0.0,1.0000001,0.50000006,49.999992,0.17540573,0.7428954,0.17540573,82.45943,0.31816483,0.030638972,0.31816483,68.18352,82.45943,0.17540573,"記錄個芋頭西米露的製作過程。
#芋頭西米露 #中壢美食 #桃園美食 #鮮奶茶 #芋頭",12
teafect.1,7,1,785.0,0.015286429472236022,0.0,1.0000001,0.50000006,49.999992,0.3383479,0.82534325,0.3383479,66.16521,0.30170283,0.006089874,0.30170283,69.82971,66.16521,0.3383479,"🍵烏龍、今、初香🍵
品味春茶，四款烏龍
茶香在唇齒間綻放🍃
🌿阿里山金萱|柔香如雨
如春雨降臨大地，柔香圓潤的口感撫慰心靈，
恬淡自然的奶香，療癒焦躁的心。
🌿雲霧烏龍青|花影輕飛
入喉清新茶湯帶著花香撲鼻，
讓人彷彿置身春季的花園，迎面而來茶花香。
🌿貴妃烏龍| 蜜熟之韻
小綠葉蟬輕吻過的茶葉，醞釀出獨家蜜香與熟果香。
甜美茶香值得細細品味，豐富層次更是成為矚目焦點。
🌿台茶鐵觀音|焙火沉香
醇厚焙火香的鐵觀音，蘊含傳統經典，
茶湯下是深厚的底蘊，是沉靜與執著的美味。
台茶1号邀請您，品一杯好茶
在喧囂的城市裡，靜下一份心情
#一本初心做好茶 #Teafect1 #台茶1号 #PerfectTea
#烏龍茶 #台灣茶 #阿里山金萱 #雲霧烏龍青
#貴妃烏龍 #台茶鐵觀音 #好茶",龍  魯 花 * 龍    #  010.0 Gt ction 號
comebuy_tw,81,0,3072.0,0.026367101669590918,0.0,1.0000001,0.50000006,49.999992,0.2445514,0.8462424,0.2445514,75.54486,0.5084426,0.37175092,0.5084426,49.155743,75.54486,0.2445514,"‹‹‹ 熱銷𝟭𝟵年超「荔」嗨 ›››
#COMEBUY 獨創超多經典飲品🥤
荔枝系列香甜滋味療癒滿分.ᐟ.ᐟ
不論加料寒天晶球或椰果～
喝了都「嚼」對滿足又消暑(*´▽`*)
#荔枝玉露 #荔枝玉露椰果
以荔枝露為基底搭配 #獨家荔枝凍
喝得到也吃得到香甜荔枝
清爽消暑➰無咖啡因「嚼」對愛😍
#玉荷冰綠晶球 #玉荷冰綠椰果
獨家荔枝露加上清香淡雅茉莉綠茶
口感清爽➰甜而不膩➰夏季必喝😎
好喝獨創飲品就在 #COMEBUY 🍵",CofEBUY. 荔枝玉露 熱銷19年 邊喝邊玩超荔晦 玉荷冰綠品球 獨家 荔校凍 COfEBUl. COrEBU' ConEBUf. COrEBUY. 荔枝玉露椰果 玉荷冰綠 椰果 玉荷冰綠晶球 荔枝玉露 注意事項 圖片僅供參考 產品以門市實際供肫為準 本活動優惠不得與其他優惠 折扣併用 COMEBUY保留修正 暫停或終止活動之權利
comebuy_tw,131,2,3072.0,0.045898288091510114,0.0,1.0000001,0.50000006,49.999992,0.5983078,0.662508,0.5983078,40.16922,0.59190834,0.19335493,0.59190834,40.809166,40.16922,0.5983078,"🪐世界級聯動活動正式開啟🪐
《崩壞：星穹鐵道》Ｘ《COMEBUY》
「過去。未來。回憶的味道」活動開跑啦.ᐟ.ᐟ
✨ 詳情請看 𝟲/𝟵 貼文說明 ✨
📢加入聯動慶典 #FB抽 全套周邊📢
📍抽獎時間：𝟲/𝟭𝟲(一)-𝟳/𝟭𝟲(三) 𝟮𝟯:𝟱𝟵
📍抽獎方式：請見 𝗙𝗮𝗰𝗲𝗯𝗼𝗼𝗸 貼文說明
📍抽獎獎品：
✨大獎 (𝟯位) ➙《崩壞：星穹鐵道》虛寶卡(𝟭款)𝟭張 ✚ 杯墊(𝟲款)各𝟭個 ✚ 明信片(𝟮款)各𝟭張 ✚ 《𝗖𝗢𝗠𝗘𝗕𝗨𝗬》𝟱𝟬元𝗩𝗜𝗣券𝟮張
✨二獎 (𝟯位) ➙《崩壞：星穹鐵道》杯墊(𝟲款)各𝟭個 ✚《𝗖𝗢𝗠𝗘𝗕𝗨𝗬》𝟱𝟬元𝗩𝗜𝗣券𝟮張
✨三獎 (𝟯位) ➙《崩壞：星穹鐵道》明信片(𝟮款)各𝟭張 ✚《𝗖𝗢𝗠𝗘𝗕𝗨𝗬》𝟱𝟬元𝗩𝗜𝗣券𝟮張
✨四獎 (𝟯位) ➙《崩壞：星穹鐵道》虛寶卡(𝟭款)𝟭張 ✚《𝗖𝗢𝗠𝗘𝗕𝗨𝗬》𝟱𝟬元𝗩𝗜𝗣券𝟮張
📍注意事項：
※ 照片僅限聯動活動專屬杯「實物」，上網搜圖不符資格。
※ 中獎名單將於 𝟳/𝟯𝟭 前在此篇貼文留言區公布。
※ 需「粉絲團按讚」+「公開分享貼文」+「留言指定照片及文字」才符合抽獎資格。
※ 同一帳號限留言一次、每人限獲獎一次。
※ 參加本活動提供之照片，即表示已同意授權活動使用。
※ 不可未經他人允許擅自使用他人照片參加，經查證將視為放棄得獎權益。
※ 盜用他人照片之相關侵權行為，將自行負責與本活動無關。
※ 𝗖𝗢𝗠𝗘𝗕𝗨𝗬 保留修正、暫停或終止活動之權利。
#好喝 #經典 #HonkaiStarRail #HSR #StarRail","STl RAIL| 回41吐 蛩穹9面 COnEBU1 Sflunzotofo emories 11{311=130 活動時間 2025|6/16 Mon. 7|16 Wed. 活軔閂市 全台COMEBUY門市 邊喝邊玩 超荔晦 L 1 口 IONKal| STAl RAIL IloNkal] STAR RAIL 1_1_=-- CofEBU1 STlozot ofo emories 聯名飲品 0;1+11 22118 fk|玉別共巴鮆 STlozof ofo emories 聯動贈品 膿圳幽凸 1=11 廿估王1 1#王3T 工莉111 二i11t 虛吾卡乙張 -115 }釜引#H I5佔甲咕 astono 活動方式 任3杯(含以上) N石卡乙張 額外贈 杆坐乙弧+明佔片乙強 杯墊乙張 明信片 共F8) 其百#] 111112:11111111##1115118|3113""59111[+81 1+#4] 5 叩伯片 1昱*T3茁且+3 L;{止 I1"
comebuy_tw,28,0,3072.0,0.009114553663562293,0.0,1.0000001,0.50000006,49.999992,0.4835034,0.94451547,0.4835034,51.64966,0.8568798,0.51588935,0.8568798,14.312023,51.64966,0.4835034,"#COMEBUY 中南部直營店長儲備召集令 📣
用雙手，搖出自己的未來！
👊 想挑戰自己、快速升遷
👣 想到中南部闖一波
🔥 想學,想拼一路當上店長
📍培訓地點：台北總部
培訓通過考核後,可派任中南部
👉 培訓費+ 住宿，通通免費！
只給你最好的👍
⭕價值-6萬UP (月)
⭕時間-速成培訓1.5月
⭕場域-全新千萬打造創學中心
🫵我們在找的，就是你：
✨熱愛中南部風情,
✨期許成為明星店長
✨享受挑戰，優秀熱情
歡迎掃描QR-Code投遞履歷
⚠️招募僅到7/11(五)
名額珍稀 要來要快呦~
#店長 #徵人 #職缺 #賺錢 #手搖飲 #工作","價值6萬U}) 不只是工作,是生活升級! Ok5C妨苯 2 = 1 CNe 可取代的 杯現萃 $8 你 你來不來 LINE COEBUf COlBU/ COEBU1 CCnEBU1 COlEBU"
dejengoolongtea,252,0,13000.0,0.01938460047338425,0.0,1.0000001,0.50000006,49.999992,0.11673152,0.92107433,0.11673152,88.32685,0.7077636,0.0797475,0.7077636,29.223639,88.32685,0.11673152,"《夏日散策：消暑飲品計劃》🧊
在日常的時間縫隙
以一杯冰涼
冷卻這座燠熱的城市
少冰是不願妥協的堅持
攪動吸管，心情也變得輕盈繽紛🍊🫧
✱ 門市查詢：https://lihi.cc/9yQyY
✱ 你訂點餐：https://lihi.cc/QvWof",牛 品  % > 忭 香橙春鳥龍+粉果條 Orange Spring Oolong Tea Fruit Jelly
dejengoolongtea,188,0,13000.0,0.014461527337286664,0.0,1.0000001,0.50000006,49.999992,0.4241287,0.8473034,0.4241287,57.587128,0.37426865,0.01249294,0.37426865,62.573135,57.587128,0.4241287,"𝗦𝗨𝗡𝑑𝑒𝑎𝑟 𝗣𝗥𝗢𝗝𝗘𝗖𝗧 一起迎光而行🧊
日光落在杯緣，玻璃杯裡的 #香橙春烏龍 與 #甘蔗春烏龍 映出果香漸層，冰塊輕響和著茶韻，空氣也染上繽紛氣息！
首次攜手 ALLIE 日系美肌防曬，由品牌大使許光漢，化身最有保護慾的防曬品牌，沒有矯情的黏膩，留下最輕盈的強效防護⛅️
今年夏天不求烈日遮擋，和你一起走在光下並肩而行！𝗗𝗘𝗝𝗘𝗡𝗚・𝗔𝗟𝗟𝗜𝗘 全台 𝟳/𝟬𝟭 盛夏上市",SUNoleons 0 ALLIE PROJECT
daming_tea,818,0,6503.0,0.1257879043704377,0.0,1.0000001,0.50000006,49.999992,0.20448545,0.7559024,0.20448545,79.55146,0.8063021,0.28181195,0.8063021,19.369793,79.55146,0.20448545,"#新品搶先開賣｜經典老派靈魂，全新姿態登場！
📍限定 𝟑 間門市 𝟲/𝟮𝟯 搶先開賣！
​
『用老靈魂煮一杯新日常』
​
#珈琲粉粿蕎麥奶
沉穩的老派咖啡香，化身Q彈粉粿，
與烘焙茶香的蕎麥奶香相遇，喚醒舌尖上的溫柔記憶。
​
#珍珠粉粿牛奶
當咖啡粉粿碰上熟悉的珍珠口感，
雙重咬感層層堆疊，搭配香濃牛奶，雙重嚼感滿足！
​
⎯⎯ 👀 ​ 𝟲/𝟮𝟯 搶先開賣門市 👀 ⎯⎯
⭓ LaLaport南港門市
⭓ 勤美綠園道門市
⭓ 勤美模範門市
​
✹ 數量有限賣完為止 ✹
正式開賣時間即將公開...
​
｜大茗官方網站｜.tw/
​
#新品搶先上市 #老派靈魂新派味道
#珈琲粉粿蕎麥奶 #珍珠粉粿牛奶
#大茗新品上市 #大茗本位製茶堂","新上市 老派璽魂()新派味道 RichinTexture,FullofNostalgia 2025[6|23限定門市搶先開賣!! % _    左 布 _ 搶先販售門市 LaLaport南港門市 誠品綠園道門市 懃美模範門市"
dejengoolongtea,336,0,13000.0,0.025846133964512335,0.0,1.0000001,0.50000006,49.999992,0.545658,0.8947479,0.545658,45.4342,0.35397246,0.050788976,0.35397246,64.60275,45.4342,0.545658,"夏日 𝗦𝗨𝗡𝑑𝑒𝑎𝑟 三部曲⛅️🍊
盛夏之中不只冰涼解渴、肌膚也要水感降溫🧊以 #香橙春烏龍 #甘蔗春烏龍 果韻清爽，陪伴 ALLIE 揭開夏日序幕，全台 𝟳/𝟬𝟭 正式上市
♡ 𝗦𝗨𝗡𝑑𝑒𝑎𝑟 杯套光盒組
購買香橙春烏龍 ʟ ／ 甘蔗春烏龍 ʟ 贈
不只盛放冷飲！亦可放入植栽讓小綠植一起行「光盒」作用，隨杯附持采UV高效防曬水凝乳Sachet包 ( 6G，約2-4次塗抹用量 ) 、ALLIE夏日好友50元折扣碼。
♡ 𝗦𝗨𝗡𝑑𝑒𝑎𝑟 兩用隨身鏡
單筆消費滿 𝟤𝟫𝟫 元贈
霧銀的低調光澤、降溫視覺噪點，掌心尺寸輕巧兩用鏡，喝完飲料補妝、補防曬、夏日城市移動整理服儀必備！
♡ 𝗗𝗘 𝗝𝗘𝗡𝗚 飲品優惠券
於屈臣氏、寶雅、鐘紡官網購買ALLIE贈
憑券於得正全門市，享檸檬春烏龍 ʟ 兩杯𝟫𝟫元(原價𝟣𝟥𝟢元) 讓熾熱夏日，以酸甜滋味倏地擄獲你心。
-
活動事項
1 限門市現場參與，不適用平台外送服務。
2 杯套光盒組、隨身鏡限兌各乙份，恕不累計贈完為止。
3 飲品優惠券恕不與其他活動併用，使用規範依券面細則為準。
4 得正保有最終解釋權與修改之權利",忭 ALLIE 購買甘蔗春鳥龍Ll香橙春鳥龍L SUNdedr ALL1E 持采 UV高效防曬水凝乳 6G+ 杯套光盒內附 ALLIE 50元折扣碼 I不累贈] 單筆消費滿299元 SUNdeor SUNdear兩用隨身鏡 [不累贈] 於屈臣氏|寶雅|鐘紡官方購物網 購買ALLIE商品 SUNdeon 得正優惠券享檸檬春鳥龍L兩杯99元 崮 (原價130元)
comebuy_tw,136,8,3072.0,0.05729148017096298,0.0,1.0000001,0.50000006,49.999992,0.6374107,0.5702415,0.6374107,36.25893,0.59033734,0.22815248,0.59033734,40.966267,36.25893,0.6374107,"🪐世界級聯動活動 𝟲/𝟭𝟲 即將上線🪐
崩壞：星穹鐵道 Ｘ #COMEBUY
這次為各位開拓者帶來什麼驚喜呢？
快來提前一探「過去。未來。回憶的味道」.ᐟ.ᐟ
📍活動時間：𝟮𝟬𝟮𝟱/𝟲/𝟭𝟲 - 𝟮𝟬𝟮𝟱/𝟳/𝟭𝟲
📍活動門市：全台 𝗖𝗢𝗠𝗘𝗕𝗨𝗬 門市
📍聯名飲品：荔枝玉露、荔枝玉露椰果、玉荷冰綠椰果、玉荷冰綠晶球
📍活動內容：
1️⃣ 購買 - 聯名荔枝飲品 - 送精美周邊
🥤任𝟭杯 ➙ 可獲得虛寶卡(𝟭張)
🥤任𝟯杯(含以上) ➙ 除上面的虛寶卡(𝟭張)，再加贈角色杯墊(𝟭張) ✚ 明信片(𝟭張)
※ 單筆消費每人限領𝟭份，贈品不累計，隨機不挑款，數量有限，送完即止。
※ 圖片僅供參考，實際贈品以現場門市供應為主。
2️⃣ 購買 - 聯名荔枝飲品 - 獲超值折扣
出示《崩壞：星穹鐵道》遊戲UID畫面
再享單筆訂單✨折扣𝟭𝟬元優惠✨
※ 截圖畫面不可享優惠。
※ 單筆消費每人限折𝟭次𝟭𝟬元優惠，數量有限，兌完即止。
📍以上𝟮個活動注意事項：
※ 不得與《崩壞：星穹鐵道》以外的其它優惠併用，且不可拆單累計。
※ 以現場櫃檯點購為主，自助點餐機、電話預先點餐、線上外帶自取、外送平台皆不適用。
快來一起創造美好回憶吧.ᐟ.ᐟ
叫上你的開拓者夥伴們💪🏻期待 𝟲/𝟭𝟲 與你相見❤️
#FlavorofMemories #HonkaiStarRail #HSR #StarRail #崩壞星穹鐵道
#荔枝玉露 #荔枝玉露椰果 #玉荷冰綠椰果 #玉荷冰綠晶球
—
⧁ 全台門市據點 ➙ /9IiXS",11 1/1 11 5 0U RNE+ HHOlKAI) EAD U S STA RW ARD STHRRALL) COnEBUY 過 去 恭 非 回 使 的 味 迪 蜑L STlzorofo emtories 活動畤間 2025|6/16 Mon. 7|16 Wed. 活動門市 全台COMEBUY門市 聯名杯身 (隨機 共四款) 虛l卡乙張 Timroraioiemons 杯墊乙張 (隨機 共六款) 明信片 隨機 共兩款) 117713
comebuy_tw,12,0,3072.0,0.0039062372843838397,0.0,1.0000001,0.50000006,49.999992,0.40009743,0.93462604,0.40009743,59.990257,0.1656765,0.0011571577,0.1656765,83.43235,59.990257,0.40009743,"🐲一年一度端午節又來了🐲
吃粽子喝 #COMEBUY #嗨神
除了解膩之外 ——
還給你加倍療癒➰神級活力⚡️
連假一起放 ❝粽❞ 𝗛𝗜𝗚𝗛 起來 .ᐟ.ᐟ
#端午節 #無可取代的單杯現萃",COfEBUY 放粽 晦-夏 Happy Dragon Boat Festival ConEBUY
comebuy_tw,39,2,3072.0,0.01595046891123401,0.0,1.0000001,0.50000006,49.999992,0.047322482,0.7147537,0.047322482,95.267746,0.25831437,0.0033914929,0.25831437,74.168564,95.267746,0.047322482,"🔱放假前夕➰神級優惠 #買一送一 🔱
身為資深 #COMEBUY 粉絲🫡
一定都知道這個經典飲品以往絕不優惠～
這次趁著 ❝嗨神❞ 𝟮𝟬歲生日 ➕ 連假前夕🐉
𝟱/𝟮𝟴 - 𝟱/𝟮𝟵 推出 #嗨神 #嗨神奶茶 買一送一
讓大家連假前先喝爆嗨神 𝗛𝗜𝗚𝗛 一波 .ᐟ.ᐟ
※ 活動僅門市現場櫃檯點單適用
※ 線上你訂/自助點餐、外送雙平台皆不適用
※ 每人單筆限購一組、不可拆單累計、每日限量𝟭𝟬𝟬組
※ 以價低者折扣，數量有限，售完即提前結束活動
#端午節 #連假 #超殺優惠 #好喝 #現萃",5/28-5/2! 連假前先 Hl6{-波 買1送1 *每八單竿消費限瞄 組 每日限#100組 *以價低者折扣 *活勁依柵槎貼單使用 确 COmEBUY ConEBUY *
daming_tea,94,0,6503.0,0.014454844756505065,0.0,1.0000001,0.50000006,49.999992,0.6252554,0.82767594,0.6252554,37.47446,0.2828725,0.00034442867,0.2828725,71.71275,37.47446,0.6252554,"DAMING | 新店報到💪💪💪
#大茗本位製茶堂內壢忠孝店
​
📣 桃園內壢忠孝店開幕
營業時間 𝟭𝟬:𝟬𝟬-𝟮𝟭:𝟬𝟬
今天星期五一起喝大茗.ᐟ.ᐟ
​
來買飲料的同時注意一下時間，避免撲空唷~
☎️：03-4628896
📍：桃園市中壢區忠孝路212號
—————————————
｜大茗官方網站｜.tw/
​
​
​
#大茗本位製茶堂 #手搖飲 #桃園美食 #桃園新店 #新店開幕",內壢 人 忠孝店 人茗 51|{CE1994 桃園市中壢區 DAMNC 忠孝路212號 麝; 忠孝路224巷 GPAND 0DENTNG 忠孝路204巷 忠孝路168巷
dejengoolongtea,662,12,13000.0,0.05553841881660091,0.0,1.0000001,0.50000006,49.999992,0.22837955,0.7634947,0.22837955,77.16205,0.41015857,0.03174707,0.41015857,58.984142,77.16205,0.22837955,".
感謝大家對 (hoo)da 聯名杯的喜愛
我們聽見期待
特別追加限量製作！
即日起，至指定門市即可預購〖灰 Grey〗款
讓每一次選擇
都是一份溫柔承諾🌥️🌱
#預購請洽門市夥伴
ECO PROJECT 2 feat. (hoo)da®
𝘛𝘰 𝘣𝘦 𝘤𝘰𝘯𝘵𝘪𝘯𝘶𝘦𝘥",: > 3
comebuy_tw,34,0,3072.0,0.011067672305754213,0.0,1.0000001,0.50000006,49.999992,0.15628685,0.7091346,0.15628685,84.371315,0.3412601,0.3469741,0.3412601,65.87399,84.371315,0.15628685,"📢宜蘭的朋友注意注意📢
我們回來 «羅東夜市» 啦🥳
連續三天祭出難得的指定飲品 #買一送一
✏️𝟲/𝟭𝟯 ☛ #玉荷冰綠 買一送一
✏️𝟲/𝟭𝟰 ☛ #話梅冰綠 買一送一
✏️𝟲/𝟭𝟱 ☛ #超桔霸氣飲 買一送一
※ 每人限購一組，數量有限，送完為止
※ 外送平台不適用此優惠
這週末就來逛羅東夜市喝一波(ﾉ&gt;ω&lt;)ﾉ
—
📍地址：宜蘭縣羅東鎮興東路8-1號
☎️電話：(03)9550610
#COMEBUY #羅東夜市 #歡慶開幕","|羅東夜市| 指定 歡慶開墓 飲品 買送1 每人限購一組 *數量有限,送完為止 *外送不適用此優惠 6|13 6]14 6|13 玉荷冰綠 話梅冰綠 超梏霸氣飲 ConEBUY AAmEBUY con=s 市市 711 14311311 181113131[11+{   市  1王 11_10[0111013121"
hechaloutea,893,627,12000.0,0.33566638694467754,0.0,1.0000001,0.50000006,49.999992,0.3424329,0.5608983,0.3424329,65.756714,0.6554024,0.13001645,0.6554024,34.45976,65.756714,0.3424329,"◆◆ 夢幻聯名 ◆◆
𝓙𝓞𝓙𝓞的奇妙冒險 𝓧 鶴茶樓
​
✯ １１款限量周邊 ✯
｜怎—麼—買—！？｜
凡消費任一飲品▸即可加購1款｜以此類推
​
珪藻土杯墊｜$𝟏𝟒𝟖 / 個
抱枕 $𝟑𝟒𝟖 / 個
氣囊手機支架 $𝟏𝟒𝟖 / 個
收納式飲料提袋 $𝟐𝟖𝟖 / 個
經典玻璃杯組｜$𝟒𝟐𝟖 / 組
加厚野餐墊 $𝟑𝟖𝟖 / 個
皮革滑鼠墊 $𝟐𝟖𝟖 / 個
撲克牌 $𝟏𝟖𝟖 / 盒
貼紙組合包$𝟏𝟖𝟖 / 袋
​
—— 加碼送給𝓙𝓞粉的
✯ Ａ３角色海報 ✯
＼\ ​ 𝓙𝓞𝓙𝓞粉必收 /／
▸來店消費 ✛ 拍攝
▸分享至限動(IG/FB)
▸<a href=""/profile/hechaloutea/"">@hechaloutea</a> ✛ <a href=""/profile/museacg/"">@museacg</a> 
▸即贈１張(最多贈１張)
​
—— 再加碼抽周邊
▸底下留言：
▸不滅鑽石系列中「最愛的角色是誰？」
▸並「@一位好朋友」
▸同步追蹤<a href=""/profile/hechaloutea/"">@hechaloutea</a> 
​
就有機會獲得：
▸野餐墊 + 撲克牌(各X1)
⭆ 共抽出２位名額
⭆ 6/15 23:59截止 ❱❱ 6/16開獎
​
#JOJO的奇妙冒險X鶴茶樓
#JOJO的奇妙冒險
#鶴茶樓",5融 鶴茶樓 3濺石 HECHHLOU 1210 o 鶴茶樓  HFCHAlol 31067|0113111
hechaloutea,334,1,12000.0,0.028249976458352952,0.0,1.0000001,0.50000006,49.999992,0.38135028,0.5846457,0.38135028,61.86497,0.583371,0.12991087,0.583371,41.662903,61.86497,0.38135028,"＼\ ​ 𝓙𝓞𝓙𝓞粉必收 /／
​
✯ Ａ３角色海報 ✯
集結六大經典角色
一次掛上你的牆！
​
— 只送不賣 —
｜海報怎麼拿？｜
▸來店消費 ✛ 拍攝
▸分享至限動(IG/FB)
▸<a href=""/profile/hechaloutea/"">@hechaloutea</a> ✛ <a href=""/profile/museacg/"">@museacg</a> 
▸即贈１張(最多贈１張)
​
#JOJO的奇妙冒險X鶴茶樓
#JOJO的奇妙冒險
#鶴茶樓","5盟 石鹹邳石 鵲茶 JO0迷必收! 只送不薈的驃典滷報! 56} 茴險 不滅瓚石 18棧 示 oluCk{ LiiD Coillu||0T|045/5H1015#A,10!0'5 Animation Du Project 豔 贈送海報活動內容 購買飲品加分享到社群限動 Tag QHechaloutea @museacg贈一張"
hechaloutea,450,33,12000.0,0.05124995729170226,0.0,1.0000001,0.50000006,49.999992,0.31511715,0.57141715,0.31511715,68.48829,0.83723915,0.50919324,0.83723915,16.276085,68.48829,0.31511715,"𝓙𝓞𝓙𝓞的奇妙冒險
＼\ ​ 周邊開放追加限量預購 /／
​
🔥𝓙𝓞粉們的敲碗｜小編聽到了！ ❯❯ 開放預購｜不再撲空錯過
（截止時間以各店為主）
​
｜開放預購品項｜
➀ 抱枕 $𝟑𝟒𝟖 / 個
➁ 撲克牌 $𝟏𝟖𝟖 / 盒
➂ 氣囊手機支架 $𝟏𝟒𝟖 / 個
➃ 收納式飲料提袋 $𝟐𝟖𝟖 / 個
​
— 謝謝各位JO粉的支持 —
​
｜購買說明｜
▸凡消費任一飲品▸即可加購1款｜以此類推
▸每間門市「預購配額有限」，各店預購量以現場為主，售完為止
▸僅限來店預購，無開放電話預購、外送
▸現場需付款結清，概不退款、退換貨(商品瑕疵除外)
▸請消費者自行保留紙本發票正本或拍照上傳至購買門市Line@生活圈，做兌換憑據。不得跨店兑換。
▸如遇天災或不可抗因素，另發公告。鶴茶樓保留活動內容修改之權利
​
• 追加工作天：約２個月
• 到貨時間：預購門市通知取貨為主
• 無開放預購門市：
新豐建興、北車信陽、中壢中山、大安通化、
中正寧波西、桃園桃鶯、桃園龍壽、板橋府中、
鳳山五甲、新店安民、新店七張、北投石牌、埔里中正、
中山晴光、頭份中興、南港興華、南區金華、
漢神自強、三民大昌、潭子雅潭、善化中正、
五股凌雲、大寮和發、桃園南崁、竹南光復、台南新市
​
#JOJO的奇妙冒險X鶴茶樓
#鶴茶樓 | https://taplink.cc/hechaloutea",緊急 謝謝各位]0粉支持 追加 Jo粉們的敲碗小編聽到了 緊急開放預購品項 氣囊手機支架 NT$148/個 抱枕(含枕芯) NT$348/個 ` Jo]o3 = 0 收納式飲料提袋 NT$288|個 撲克牌 NT$188/盒 鶴茶樓 HECHHLOU
